,id,im_1,im_2,im_1_local,im_2_local,cap_1,cap_2,category_1,category_2,BiomedCLIP_sim,DINO_sim,question,option_A,option_B,im_1_correct,im_2_correct,AI_question,AI_option_A,AI_option_B
133,10134,train/radiology/images/ROCO_11735.jpg,train/radiology/images/ROCO_65564.jpg,20070,20085, Right renal artery angiogram illustrating absence of adrenal capsular supply. Note the coils in the anomalous phrenic branch (top) and right lateral adrenal artery (bottom)., Selective angiography of a stenosis of right RA. This image has been obtained from the same patient of figure 2 at the time of percutaneous angioplasty. The stenosis of the right RA is evident.,['Vascular'],['Vascular'],0.9024742,0.3413076,What anatomical feature is visible in the image?,Coils in the anomalous phrenic branch,Stenosis of the right renal artery,A,B,What anatomical feature is visible in the image?,Coils in the anomalous phrenic branch,Stenosis of the right renal artery
134,10135,train/radiology/images/ROCO_11735.jpg,train/radiology/images/ROCO_64197.jpg,20070,20017, Right renal artery angiogram illustrating absence of adrenal capsular supply. Note the coils in the anomalous phrenic branch (top) and right lateral adrenal artery (bottom)., Digital subtraction angiography using contrast enhancement. The findings were not typical of a pseudolesion from vascular malformation.,['Vascular'],['Vascular'],0.901884,0.6456447,Does the angiogram show the presence of coils?,Yes,No,A,B,Does the angiogram show the presence of coils?,Yes,No
135,10136,test/radiology/images/ROCO_14725.jpg,train/radiology/images/ROCO_11735.jpg,20207,20070," Splenic angiography obtained after the selective embolization with Bead Block microspheres (diameter range, 700–900 μm) via a Progreat 2.8 Fr microcatheter shows a complete haemostasis. No extravasation is seen.", Right renal artery angiogram illustrating absence of adrenal capsular supply. Note the coils in the anomalous phrenic branch (top) and right lateral adrenal artery (bottom).,['Vascular'],['Vascular'],0.90832,0.5691335,What medical procedure is evidenced by the presence of embolization materials?,Selective embolization with microspheres,Coil placement in anomalous arteries,A,B,What medical procedure is evidenced by the presence of embolization materials?,Selective embolization with microspheres,Coil placement in anomalous arteries
136,10137,train/radiology/images/ROCO_38948.jpg,train/radiology/images/ROCO_76672.jpg,20215,20115, Eight weeks post treatment MR Angiogram TOF images appeared normal. Previously mentioned spasms are not visualized in the present scan," Magnetic resonance angiography (MRA). Coronal maximum intensity projection from MRA reveals occlusion of the right vertebral artery, which is likely due to artery dissection","['Cerebral', 'Vascular']","['Cerebral', 'Vascular']",0.9071051,0.5537676,What does the MR Angiogram reveal about the condition of the blood vessels?,Blood vessels appear normal without spasms,Occlusion of the right vertebral artery due to artery dissection,A,B,What does the MR Angiogram reveal about the condition of the blood vessels?,Blood vessels appear normal without spasms,Occlusion of the right vertebral artery due to artery dissection
137,10138,test/radiology/images/ROCO_14887.jpg,validation/radiology/images/ROCO_81353.jpg,20174,20036, Image clearly showing 18FDG the in the descending colon (DC) and the sigmoid and rectum (S&R).The outline of the caecum and ascending colon (C&AC) can also be clearly seen. Note that only the left hand end (right hand end on the image) of the transverse colon (TC) is clearly visible. The transverse colon (TC) is approximately horizontal and extends from just below the lowest point in the liver (which can be clearly seen) to the top of the descending colon., Maximum intensity projection (MIP) showing no other pathological FDG uptake in body (except previously described pleural lesions),['Nuclear Medicine'],['Nuclear Medicine'],0.9011767,0.4323716,Is pathological FDG uptake observed in areas other than the colon and rectum?,"Yes, pathological FDG uptake is observed.","No, pathological FDG uptake is not observed.",B,A,Is pathological FDG uptake observed in areas other than the colon and rectum?,"Yes, pathological FDG uptake is observed.","No, pathological FDG uptake is not observed."
138,10139,test/radiology/images/ROCO_33619.jpg,test/radiology/images/ROCO_46639.jpg,20137,20089, Right sided pulmonary artery angiography performed at Giessen indicating chronic thromboembolic pulmonary hypertension which was also demonstrated by two ventilation/perfusion (V/Q) mismatches., Angiography of the right pulmonary demonstrating a large arteriovenous malformation with multiple feeder vessels.,"['Pulmonary', 'Vascular']","['Pulmonary', 'Vascular']",0.9133196,0.5106874,What condition is demonstrated by the angiography?,Large arteriovenous malformation,Chronic thromboembolic pulmonary hypertension,B,A,What condition is demonstrated by the angiography?,Large arteriovenous malformation,Chronic thromboembolic pulmonary hypertension
139,10140,train/radiology/images/ROCO_61778.jpg,validation/radiology/images/ROCO_08632.jpg,20048,20080, High resolution computer tomography (HRCT) shows bilateral patchy involvement of alveolar consolidation in mainly both lower lobe and focal ground-glass lesion is also noted., A case of myelofibrosis with ANC of 200/µl. HRCT chest shows multiple small randomly distributed nodules (2-3 mm) in both lungs with tree-in-bud appearance at places suggestive of miliary tuberculosis. Patient′s sputum was positive for AFB,['Pulmonary'],['Pulmonary'],0.9091622,0.6489548,What is the predominant finding in the lower lobes of the lungs?,Bilateral patchy alveolar consolidation,Multiple small randomly distributed nodules,A,B,What is the predominant finding in the lower lobes of the lungs?,Bilateral patchy alveolar consolidation,Multiple small randomly distributed nodules
140,10141,train/radiology/images/ROCO_16288.jpg,train/radiology/images/ROCO_76138.jpg,20124,20125, HRCT at the level of the upper lobes shows nodular ground glass opacities with a predominately centrilobular distribution., HRCT. HRCT scan shows diffuse miliary nodules and ground glass opacity in both the lungs and pleural effusion in the right lobe. Patchy consolidation in the left lower lobe can be noted on the CT scan.,['Pulmonary'],['Pulmonary'],0.9052037,0.6419699,What type of distribution pattern is observed in the nodules?,Centrilobular distribution,Diffuse miliary distribution,A,B,What type of distribution pattern is observed in the nodules?,Centrilobular distribution,Diffuse miliary distribution
141,10142,train/radiology/images/ROCO_41047.jpg,validation/radiology/images/ROCO_81353.jpg,20158,20036, 55-year-old man with recurrent mantle cell lymphoma. Full body coronal reformatted PET scan shows abnormal intense tracheal uptake and other areas of expected uptake., Maximum intensity projection (MIP) showing no other pathological FDG uptake in body (except previously described pleural lesions),['Nuclear Medicine'],['Nuclear Medicine'],0.9256571,0.5449476,Is there abnormal intense FDG uptake observed in the tracheal region?,No,Yes,B,A,Is there abnormal intense FDG uptake observed in the tracheal region?,No,Yes
142,10143,train/radiology/images/ROCO_47414.jpg,validation/radiology/images/ROCO_56172.jpg,20139,20171," Transverse view of upper lung field with tumor located in the right upper lung apex. Chest computed tomography (CT) done post intubation shows ground-glass opacities, blebs confined to the right upper lung apex, and diffuse ground-glass attenuation, blebs in the marginal areas, airspace consolidation, and fibrosis in the bilateral upper and lower lung fields.", Unenhanced computed tomogram image of thorax demonstrating diffuse ground glass opacification with subpleural sparing and septal thickening consistent with an atypical pneumonia.,['Pulmonary'],['Pulmonary'],0.9025176,0.6741573,What is the primary abnormality observed in the upper lung fields?,Diffuse ground glass opacification with subpleural sparing and septal thickening,Tumor located in the right upper lung apex,B,A,What is the primary abnormality observed in the upper lung fields?,Diffuse ground glass opacification with subpleural sparing and septal thickening,Tumor located in the right upper lung apex
143,10144,train/radiology/images/ROCO_11371.jpg,validation/radiology/images/ROCO_56172.jpg,20118,20171," 28-year-old man with acute pulmonary edema. High-resolution CT scan at level of main bronchi demonstrates areas of consolidation and ground-glass attenuation with superimposed interlobular septal thickening defining ""crazy-paving"" pattern. Lesions predominated on left upper lobe. Bilateral pleural effusion is also observed.", Unenhanced computed tomogram image of thorax demonstrating diffuse ground glass opacification with subpleural sparing and septal thickening consistent with an atypical pneumonia.,['Pulmonary'],['Pulmonary'],0.9033864,0.6466724,Which type of pattern is present in the high-resolution CT scan?,Crazy-paving pattern,Diffuse ground-glass opacification with subpleural sparing,A,B,Which type of pattern is present in the high-resolution CT scan?,Crazy-paving pattern,Diffuse ground-glass opacification with subpleural sparing
144,10145,train/radiology/images/ROCO_09042.jpg,train/radiology/images/ROCO_31680.jpg,20055,20183," Transverse view of the lower lung field. Chest computed tomography (CT) done post intubation shows ground-glass opacities, blebs confined to the right upper lung apex, and diffuse ground-glass attenuation, blebs in the marginal areas, airspace consolidation, and fibrosis in the bilateral upper and lower lung fields."," HRCT of the chest showing sub pleural patchy airspace consolidation and ground glass opacification with airbronchogram in bilateral basel regions with sparing of upper and middle zones, which was compatible with OP",['Pulmonary'],['Pulmonary'],0.9174049,0.6043398,Which lung fields exhibit fibrosis?,Bilateral basal regions,Bilateral upper and lower lung fields,B,A,Which lung fields exhibit fibrosis?,Bilateral basal regions,Bilateral upper and lower lung fields
145,10146,train/radiology/images/ROCO_50234.jpg,train/radiology/images/ROCO_60136.jpg,20203,20180," Maximum intensity projection image of a 78-year-old woman with Rosai-Dorfman disease accompanied by IgG4+ plasma cell infiltration. Besides the hypermetabolic lesion of the right breast, mild 18F-fluoro-deoxyglucose uptake was illustrated at the hila of the lungs and neck bilaterally."," FDG/PET performed 58 days after the start of gefitinib treatment revealed no uptake of radiotracer to the tumor, bone, and lymph nodes. The clinician evaluated the patient as partial response (PR) and continued gefitinib therapy.",['Nuclear Medicine'],['Nuclear Medicine'],0.9071486,0.6343416,Is there evidence of metabolic activity/radiotracer uptake observed in the breast region?,Yes,No,A,B,Is there evidence of metabolic activity in the radiotracer uptake observed in the breast region?,Yes,No
146,10147,train/radiology/images/ROCO_23315.jpg,train/radiology/images/ROCO_32382.jpg,20134,20127, PET-torso image shows increased SUVmax of the lymph nodes in both the supraclavicular areas and anterior mediastinum.," Follow-up whole body (18F)-FDG-PET-CT scan showing no pathological FDG uptake, indicative of a complete response.Abbreviations: CT, computed tomography; FDG, fluorodeoxyglucose; PET, positron emission tomography.",['Nuclear Medicine'],['Nuclear Medicine'],0.911145,0.5796293,Does the PET scan show abnormal uptake in the lymph nodes?,No,Yes,B,A,Does the PET scan show increased SUVmax of the lymph nodes?,No,Yes
147,10148,validation/radiology/images/ROCO_15256.jpg,validation/radiology/images/ROCO_55975.jpg,20185,20023," In a patient with left lower lobe hemorrhage, arteriography of combined right and left bronchial trunk demonstrates mild dilatation of right bronchial artery with hypervascularity in all, more prominent upper lobe, and thin left bronchial artery with extravasation of the contrast material into the lower lobe bronchial lumen (arrow)."," Vertebral angiography. At T4 level, there was stagnation of contrast at the anterior spinal canal portion, pseudoaneurysm (arrow) was suspected.",['Pulmonary'],['Spinal'],0.9088474,0.3336368,Is there evidence of hemorrhage or pseudoaneurysm in the image?,Pseudoaneurysm,Hemorrhage,B,A,Is there evidence of hemorrhage or pseudoaneurysm in the image?,Pseudoaneurysm,Hemorrhage
148,10149,test/radiology/images/ROCO_18846.jpg,train/radiology/images/ROCO_09202.jpg,20214,20050," Thoracic CT of a 32-year-old woman with 2009 H1N1 influenza virus infection. Ground-glass opacities increased bronchovascular markings, and left lower lobe ill-defined consolidation is seen.", Non contrast-enhanced chest computed tomography (CT) in a case of acute fibrinous organizing pneumonia (AFOP). Non contrast-enhanced chest computed tomography (CT) shows consolidation of the left lower lobe with an air bronchogram.,['Pulmonary'],['Pulmonary'],0.9109104,0.6030284,What is a notable  abnormality within the left lower lobe?,Ill-defined consolidation,Consolidation with an air bronchogram,A,B,What is a notable feature of the left lower lobe?,Ill-defined consolidation,Consolidation with an air bronchogram
149,10150,train/radiology/images/ROCO_13508.jpg,train/radiology/images/ROCO_36675.jpg,20140,20097, A 24-week-old fetus with BPS on the right sideHomogeneous hyperintense lesion with regular contours with direct branching vessel from the thoracic aorta can be observed on axial HASTE image (arrow)., Head of the fetus in the mother's pelvis. The T2-weighted MRI images show hematoma in the bilateral subdural areas and enlargement of the left lateral ventricle due to compression.,['Pulmonary'],['Cerebral'],0.9008875,0.569687,What anatomical abnormality is clearly visible in this image?,Hematoma in the bilateral subdural areas and enlargement of the left lateral ventricle,Homogeneous hyperintense lesion with direct branching vessel from the thoracic aorta,B,A,What anatomical abnormality is clearly visible in this image?,Hematoma in the bilateral subdural areas and enlargement of the left lateral ventricle,Homogeneous hyperintense lesion with direct branching vessel from the thoracic aorta
150,10151,test/radiology/images/ROCO_62204.jpg,train/radiology/images/ROCO_50099.jpg,20103,20006," CT scan with lung window settings at the level of the lung bases, showing multiple nodules of various sizes, many of which were cavitated, with a predominant peripheral distribution."," A 51-year-old, male, liver transplant recipient with novel influenza A (H1N1). Axial CT demonstrates patchy bilateral GGO and consolidation with a peribronchial distribution. There is also airway thickening associated with these abnormalities",['Pulmonary'],['Pulmonary'],0.9171623,0.63773,What is the distribution pattern of the abnormalities seen in the CT scan?,Peribronchial distribution,Predominantly peripheral distribution,B,A,What is the distribution pattern of the abnormalities seen in the CT scan?,Peribronchial distribution,Predominantly peripheral distribution
151,10152,validation/radiology/images/ROCO_21013.jpg,validation/radiology/images/ROCO_81353.jpg,20021,20036," After chemotherapy, PET scan showed a localized uptake of 18F-fluoro-deoxy-glucose (FDG) and no uptake in the liver or peritoneum.", Maximum intensity projection (MIP) showing no other pathological FDG uptake in body (except previously described pleural lesions),['Nuclear Medicine'],['Nuclear Medicine'],0.9282907,0.5467618,Is there any pathological FDG uptake in the liver?,Yes,No,A,B,Is there any pathological FDG uptake in the liver?,Yes,No
152,10153,train/radiology/images/ROCO_27261.jpg,validation/radiology/images/ROCO_81353.jpg,20159,20036," In the meantime, additional diagnostic work-up performed two days prior to the 18F-FDG PET/CT, came back with positive Chikungunya IgG and IgM serology. Given the patient’s recent travel to India, the clinical course and positive Chikungunya serology, the patient’s abnormal 18F-FDG PET/CT scan was most likely secondary to acute Chikungunya infection and no lymph node biopsy was performed or further evaluations considered. After 12 weeks of gradually decreasing dosage of prednisolone the patient returned to her job as a cleaning lady, but was still reliant on pain-medication. A follow-up 18F-FDG PET/CT scan 10 days after ending steroid treatment and 14 weeks after the first 18F-FDG PET/CT, showed complete regression of the reactive lymph nodes as well as the 18F-FDG uptake in the left breast and only discrete 18F-FDG uptake of the right shoulder joint, consistent with the patient’s clinical improvement. Any lingering suspicion of underlying lymphoma was therefore rebuked. A needle biopsy from the left breast showed chronic inflammation but no malignancy. The Chikungunya virus is transmitted by the mosquito vector Aedes aegypti and albopictus in many parts of the world, including India. Chikungunya viral infection is characterised by flu-like symptoms with high grade fever, headache, myalgia, polyarthralgia (usually symmetrical arthralgia, involving multiple joints) and often accompanied by a maculopapular rash [1]. Severe prolonged arthralgia months to years after infection is a recognised post-infectious manifestation of Chikungunya infection. Symptoms of acute Chikungunya are most likely caused by direct cellular damage and local inflammation with muscles, joints, lymph nodes, skin, liver and spleen as primary sites of replication. Chronic disease seems to be mediated by persistent virus and inflammation [2]. To our knowledge, 18F-FDG uptake in a case with confirmed Chikungunya infection has not previously been reported. The 18F-FDG PET/CT scan confirmed inflammation of several joints and lymph nodes four weeks after the patient’s initial symptoms. Changes that regressed almost completely. In one report, an Indian patient with suspected Chikungunya infection had 18F-FDG uptake in lymph nodes on both sides of the diaphragm including splenic activity and active subcutaneous nodules. However, lymph node biopsy revealed angioimmunoblastic/peripheral T-cell lymphoma [3]. Recently, increased 18F-FDG uptake in the spleen and multiple lymph nodes was detected in a patient diagnosed with dengue fever and 18F-FDG has been suggested to be a novel Dengue infection-associated inflammation biomarker for assessing treatment response during therapeutic intervention trials [4,5]. 18F-FDG PET/CT may be of value in assessing patients suspected for long-term morbidity of Chikungunya infection due to persistent arthralgia.", Maximum intensity projection (MIP) showing no other pathological FDG uptake in body (except previously described pleural lesions),['Nuclear Medicine'],['Nuclear Medicine'],0.9182717,0.5599901,What is the primary finding related to lymph nodes?,No pathological FDG uptake in lymph nodes,Low-grade FDG uptake within several lymph nodes,B,A,What is the primary finding related to lymph nodes?,No pathological FDG uptake in lymph nodes,Inflammation of several lymph nodes
153,10154,train/radiology/images/ROCO_09034.jpg,train/radiology/images/ROCO_68501.jpg,20056,20095," 49-year-old woman with sensorineural hearing loss. Sagittal T1 image demonstrates a mass isointense to CSF in the prepontine cistern that extends into the suprasellar region. The mass posteriorly displaces the pons, anteriorly bows the pituitary stalk (white arrow), and superiorly displaces the optic chiasm.", MRI pituitary sagittal view showing pituitary fossa filled with cerebrospinal fluid and stalk touching the base of pituitary floor; features suggestive of empty sella,['Head and Neck'],"['Cerebral', 'Head and Neck']",0.9128534,0.4884259,What does the sagittal T1 image demonstrate with special attention to the pituitary stalk?,The pituitary stalk is anteriorly bowed.,The pituitary stalk is touching the base of the pituitary floor.,A,B,What does the sagittal T1 image demonstrate in relation to the pituitary stalk?,The pituitary stalk is anteriorly bowed.,The pituitary stalk is touching the base of the pituitary floor.
154,10155,train/radiology/images/ROCO_09034.jpg,validation/radiology/images/ROCO_32831.jpg,20056,20081," 49-year-old woman with sensorineural hearing loss. Sagittal T1 image demonstrates a mass isointense to CSF in the prepontine cistern that extends into the suprasellar region. The mass posteriorly displaces the pons, anteriorly bows the pituitary stalk (white arrow), and superiorly displaces the optic chiasm.", Postoperative (sagittal) image of same patient showing normal aerated sphenoid with no residual lesion,['Head and Neck'],"['Cerebral', 'Head and Neck']",0.9157518,0.6552654,Is there a mass that displaces the pons and optic chiasm?,Yes,No,A,B,Is there a mass that displaces the pons and optic chiasm?,Yes,No
155,10156,test/radiology/images/ROCO_72435.jpg,validation/radiology/images/ROCO_24456.jpg,20043,20179," CT scan of the orbits and brain, coronal view. The swelling extended into the soft tissues of the infra-orbital region, but there was little pre-septal soft tissue swelling.", Patient 1 at presentation. Orbit computed tomography showing pansinusitis and subperiosteal abscesses involving the left medial (4 × 16-mm-) and upper orbital (6 × 15-mm-) walls. There is inferiotemporal displacement of the left globe by the infectious collections.,['Head and Neck'],['Head and Neck'],0.9416025,0.6047942,Which condition is present involving the soft tissues around the eye?,Subperiosteal abscesses involving the medial and upper orbital walls,Swelling extending into the soft tissues of the infra-orbital region,B,A,Which condition is present involving the soft tissues around the eye?,Subperiosteal abscesses involving the medial and upper orbital walls,Swelling extending into the soft tissues of the infra-orbital region
156,10157,train/radiology/images/ROCO_72094.jpg,validation/radiology/images/ROCO_24456.jpg,20033,20179," CT scan of the orbits and brain, coronal view. Soft tissue density collection on the floor of the right orbit, elevating the inferior rectus muscle, extending posteriorly to the apex of the orbit.", Patient 1 at presentation. Orbit computed tomography showing pansinusitis and subperiosteal abscesses involving the left medial (4 × 16-mm-) and upper orbital (6 × 15-mm-) walls. There is inferiotemporal displacement of the left globe by the infectious collections.,['Head and Neck'],['Head and Neck'],0.9544863,0.6530734,What is the primary pathology affecting the orbit in the image?,Soft tissue density lesion with mass effect on the inferior rectus muscle,Subperiosteal abscesses involving the medial and upper orbital walls,A,B,What is the primary pathology affecting the orbit in the image?,Soft tissue density collection elevating the inferior rectus muscle,Subperiosteal abscesses involving the medial and upper orbital walls
157,10158,train/radiology/images/ROCO_12111.jpg,validation/radiology/images/ROCO_38935.jpg,20121,20111, Initial MRI obtained at the time of diagnosisInitial T1 sagittal MRI again showing a sellar mass with a small cystic component in the superior aspect., MRI T2 image (frontal view) sellar/suprasellar mass that was isohyperintense with peripheral hyperintensity,"['Cerebral', 'Head and Neck']",['Head and Neck'],0.9013515,0.6684675,What type of imaging sequence is used in the scan?,T1-weighted MRI,T2-weighted MRI,A,B,What type of imaging modality is used in the scan?,T1-weighted MRI,T2-weighted MRI
158,10159,train/radiology/images/ROCO_79217.jpg,train/radiology/images/ROCO_79809.jpg,20094,20172, FLAIR axial MRI image shows well delineated pontine lesions. Pontine lesions and extra temporal involvement in herpes simplex encephalitis is rare., MRI at the onset of neurological symptoms. Axial T2-weighted fluid-attenuated inversion recovery (FLAIR) shows patchy high-signal intensity PML lesions in the right cerebellar peduncle.,"['Cerebral', 'Head and Neck']","['Cerebral', 'Head and Neck']",0.9062545,0.541204,What type of brain lesions are visible in the image?,PML lesions,Pontine lesions,B,A,What type of brain lesions are visible in the image?,PML lesions,Pontine lesions
159,10160,test/radiology/images/ROCO_80895.jpg,train/radiology/images/ROCO_41017.jpg,20169,20226, Preoperatively there is fluid intensity in the tympanic cavity and mastoid air cells. Note the irregularity in the bone covering the sigmoid sinus.,  Bone axial computed tomographic image obtained immediately after surgery in a patient who underwent cochlear implant surgery with a flap.,['Head and Neck'],['Head and Neck'],0.9026516,0.5003471,What type of postoperative change is visible in the bone?,No flap is visible.,A flap is visible.,A,B,What type of postoperative change is visible in the bone?,No flap is visible.,A flap is visible.
160,10161,train/radiology/images/ROCO_31554.jpg,train/radiology/images/ROCO_68501.jpg,20074,20095," Control MRI repeated 3 mo after surgery (sagittal view) showing a heterogeneous signal in the sellar area, mostly due to cerebrospinal fluid. The pituitary gland is poorly defined and flattened on the sellar floor. The pituitary stalk size and morphology are normal.", MRI pituitary sagittal view showing pituitary fossa filled with cerebrospinal fluid and stalk touching the base of pituitary floor; features suggestive of empty sella,['Head and Neck'],"['Cerebral', 'Head and Neck']",0.9037952,0.5613889,What is the condition of the pituitary gland?,"Not visible, suggestive of empty sella",Poorly defined and flattened on the sellar floor,B,A,What is the condition of the pituitary gland?,"Not visible, suggestive of empty sella",Poorly defined and flattened on the sellar floor
161,10162,train/radiology/images/ROCO_14808.jpg,validation/radiology/images/ROCO_10051.jpg,20206,20187, Axial computed tomography bone window showing the breach in the lingual cortical plate and extension of the lesion into the adjacent connective tissue., Axial CT image shows expansion of the right mandibular buccal cortical plate with radiopaque and radiolucent changes.,['Head and Neck'],['Head and Neck'],0.9063263,0.7057679,Which side of the cortical plate is primarily involved?,Buccal cortical plate,Lingual cortical plate,B,A,What anatomical feature shows a breach or extension into adjacent connective tissue?,Buccal cortical plate,Lingual cortical plate
162,10163,train/radiology/images/ROCO_28204.jpg,validation/radiology/images/ROCO_10051.jpg,20062,20187, Axial CT image of case III (20/M) shows the osteoma located at the lingual surface of mandibular premolar area., Axial CT image shows expansion of the right mandibular buccal cortical plate with radiopaque and radiolucent changes.,['Head and Neck'],['Head and Neck'],0.9077929,0.6311535,Where is the expansion or lesion primarily located?,Buccal cortical plate,Lingual surface,B,A,Where is the expansion or lesion primarily located?,Buccal cortical plate,Lingual surface
163,10164,train/radiology/images/ROCO_47082.jpg,validation/radiology/images/ROCO_38505.jpg,20090,20063, 99mTc-DMSA renal scintigraphy of the patient while on enalapril. The posterior image shows decreased radiotracer uptake in both kidneys. Radiotracer uptake in the liver and background is increased. This pattern is suggestive of renal failure., Technetium-99m thyroid scan showing a nonhomogeneous uptake pattern and multiple nonfunctioning thyroid nodules located throughout the bilateral thyroid glands.,['Nuclear Medicine'],['Nuclear Medicine'],0.9060569,0.4802381,What is the primary organ showing decreased radiotracer uptake in the scan?,Thyroid gland,Kidneys,B,A,What is the primary organ showing decreased radiotracer uptake in the scan?,Thyroid gland,Kidneys
164,10165,validation/radiology/images/ROCO_08963.jpg,validation/radiology/images/ROCO_32831.jpg,20018,20081," Cerebral MRI, T1-weighted, sagittal midline. Platybasia, short clivus, and small posterior cranial fossa. Arachnoidocele of the sella turcica.", Postoperative (sagittal) image of same patient showing normal aerated sphenoid with no residual lesion,"['Cerebral', 'Head and Neck']","['Cerebral', 'Head and Neck']",0.9198112,0.708531,What is the condition of the sphenoid sinus?,Contains an arachnoidocele,Normal and aerated,A,B,What is the condition of the sphenoid sinus?,Contains an arachnoidocele,Normal and aerated
165,10166,train/radiology/images/ROCO_00732.jpg,train/radiology/images/ROCO_54188.jpg,20186,20141, MRI of esthesioneuroblastoma/inverted papilloma collision tumor. Mass can be visualized in addition to inspissated secretions in the surrounding sinuses., Coronal fat supressed T2 weighted image showing thickened extra ocular muscles bilaterally. Note the hyperintense signals in the bilateral inferior recti muscles and the left superior rectus suggestive of active thyroid eye disease,['Head and Neck'],['Head and Neck'],0.9117776,0.5850821,What is the primary type of abnormality visible in the image?,Thickened extraocular muscles,Mass and inspissated secretions,B,A,What is the primary type of abnormality visible in the image?,Thickened extraocular muscles,Mass and inspissated secretions
166,10167,train/radiology/images/ROCO_20481.jpg,train/radiology/images/ROCO_42326.jpg,20110,20191," MRI brain of case 1, T2 axial, arrow denotes pontine cleft (split pons sign) (c) MRI spine of case 1, T2 coronal", Preoperative axial magnetic resonance FIESTA image demonstrates glossopharyngeal nerve compression from the left vertebral artery,['Cerebral'],['Head and Neck'],0.9075322,0.6732794,What anatomical structure is indicated by the arrow?,Glossopharyngeal nerve compression,Pontine cleft (split pons sign),B,A,What anatomical structure is indicated by the arrow?,Glossopharyngeal nerve compression,Pontine cleft (split pons sign)
167,10168,test/radiology/images/ROCO_72435.jpg,train/radiology/images/ROCO_16870.jpg,20043,20096," CT scan of the orbits and brain, coronal view. The swelling extended into the soft tissues of the infra-orbital region, but there was little pre-septal soft tissue swelling."," Enhanced extraconal and intraconal infiltrations in the left orbit, and an inferolateral view of the silicone ball sphere in the eyelid.",['Head and Neck'],['Head and Neck'],0.9090745,0.48568,What pathology is predominantly visible in the soft tissues surrounding the orbit?,Enhancing extraconal and intraconal infiltrations,Mild pre-septal soft tissue swelling,B,A,What type of swelling is predominantly visible in the soft tissues surrounding the orbit?,Enhanced extraconal and intraconal infiltrations,Little pre-septal soft tissue swelling
168,10169,train/radiology/images/ROCO_16870.jpg,train/radiology/images/ROCO_72094.jpg,20096,20033," Enhanced extraconal and intraconal infiltrations in the left orbit, and an inferolateral view of the silicone ball sphere in the eyelid."," CT scan of the orbits and brain, coronal view. Soft tissue density collection on the floor of the right orbit, elevating the inferior rectus muscle, extending posteriorly to the apex of the orbit.",['Head and Neck'],['Head and Neck'],0.90856,0.5201749,What side is the orbital pathology on?,Left,Right,A,B,What is the location of the infiltrations or soft tissue density collection?,Left orbit,Right orbit
169,10170,train/radiology/images/ROCO_27574.jpg,train/radiology/images/ROCO_43161.jpg,20129,20076," Cervical CT demonstrating multiple enlarged lymph nodes in the paratracheal, subcarinal, bilateral supraclavicular, and cervical regions.", Axial contrast-enhanced chest CT scan demonstrates extravasation of non- ionic CM into the right subcutaneous cervical region,['Head and Neck'],['Head and Neck'],0.9054381,0.6221217,What is the issue on the CT scan?,Extravasation of contrast material,Multiple enlarged lymph nodes,B,A,What anatomical regions show abnormalities in the CT scan?,Extravasation of contrast material,Multiple enlarged lymph nodes
170,10171,train/radiology/images/ROCO_56075.jpg,validation/radiology/images/ROCO_32831.jpg,20039,20081, A brain magnetic resonance imaging image of patient showing atrophy of the brainstem with sparing of the spinal cord and cerebral hemispheres, Postoperative (sagittal) image of same patient showing normal aerated sphenoid with no residual lesion,['Cerebral'],"['Cerebral', 'Head and Neck']",0.9193347,0.7030419,Does the image show atrophy of the brainstem?,No,Yes,B,A,Does the image show atrophy of the brainstem?,No,Yes
171,10172,train/radiology/images/ROCO_35744.jpg,train/radiology/images/ROCO_41017.jpg,20120,20226," 24-year-old female with endolymphatic sac tumor. Axial CT image demonstrates a destructive lesion along the medial petrosal bone, in the location of the left endolymphatic sac.",  Bone axial computed tomographic image obtained immediately after surgery in a patient who underwent cochlear implant surgery with a flap.,['Head and Neck'],['Head and Neck'],0.9576608,0.5390358,What is the primary medical condition being addressed in the axial CT image?,Endolymphatic sac tumor,Post-cochlear implant surgery,A,B,What is the primary medical condition being addressed in the axial CT image?,Endolymphatic sac tumor,Post-cochlear implant surgery
172,10173,train/radiology/images/ROCO_12537.jpg,train/radiology/images/ROCO_68501.jpg,20027,20095, Magnetic Resonance Imaging of Brain Sagittal Section of T1 Sequence Showing Cerebellar Cortical Atrophy.No white matter changes in the cerebellar peduncle, MRI pituitary sagittal view showing pituitary fossa filled with cerebrospinal fluid and stalk touching the base of pituitary floor; features suggestive of empty sella,['Cerebral'],"['Cerebral', 'Head and Neck']",0.9134483,0.5250568,What is the notable condition observed in the sagittal MRI section?,Cerebellar cortical atrophy,Empty sella,A,B,What is the notable condition observed in the sagittal MRI section?,Cerebellar cortical atrophy,Empty sella
173,10174,train/radiology/images/ROCO_52594.jpg,train/radiology/images/ROCO_68501.jpg,20173,20095, MRI taken 3 months postoperatively showing disappearance of previous sellar cyst and preserved pituitary gland and stalk. MRI: magnetic resonance imaging., MRI pituitary sagittal view showing pituitary fossa filled with cerebrospinal fluid and stalk touching the base of pituitary floor; features suggestive of empty sella,['Head and Neck'],"['Cerebral', 'Head and Neck']",0.9128425,0.5308276,What is filling the pituitary fossa in the MRI?,Preserved pituitary gland,Cerebrospinal fluid,A,B,What is filling the pituitary fossa in the MRI?,Preserved pituitary gland,Cerebrospinal fluid
